Drug,geneName,log2FoldChange,padj no NA
VPC17005,RF00017.9,-0.343971272,0.999235045
VPC17005,AC009779.1,-0.8628668,1
VPC17005,GDF11,-0.123338036,0.999235045
VPC17005,SARNP,0.219454362,0.999235045
VPC17005,AC023055.1,1.022954321,1
VPC17005,AC073487.1,0.249195661,1
VPC17005,ORMDL2,0.228021137,0.999235045
VPC17005,DNAJC14,-0.074420046,0.999235045
VPC17005,TMEM198B,0.077111973,0.999235045
VPC17005,MMP19,1.788557037,1
VPC17005,PYM1,-0.043683804,0.999235045
VPC17005,DGKA,-0.13303407,0.999235045
VPC17005,AC025162.2,-0.044702984,0.999235045
VPC17005,PMEL,0.493088786,0.999235045
VPC17005,CDK2,-0.115125757,0.999235045
VPC17005,RAB5B,-0.068094139,0.999235045
VPC17005,AC034102.1,-0.015418811,0.999235045
VPC17005,SUOX,0.158510442,0.999235045
VPC17005,IKZF4,0.072942534,0.999235045
VPC17005,AC034102.8,-0.627838418,1
VPC17005,AC034102.3,-1.030436541,1
VPC17005,RPS26,0.291024245,0.999235045
VPC17005,ERBB3,0.054020137,0.999235045
VPC17005,PA2G4,0.083944192,0.999235045
VPC17005,RPL41,0.116033952,0.999235045
VPC17005,ZC3H10,0.185821343,0.999235045
VPC17005,ESYT1,0.250369812,0.999235045
VPC17005,AC034102.6,0.573176719,1
VPC17005,AC034102.5,1.888755869,1
VPC17005,MYL6B,0.268033666,0.999235045
VPC17005,MYL6,0.193453837,0.999235045
VPC17005,AC073896.4,0.345658484,0.999235045
VPC17005,SMARCC2,0.020860837,0.999235045
VPC17005,RNF41,0.086114901,0.999235045
VPC17005,NABP2,0.069805725,0.999235045
VPC17005,SLC39A5,2.044403253,1
VPC17005,ANKRD52,0.240185326,0.999235045
VPC17005,COQ10A,0.046271158,0.999235045
VPC17005,AC073896.5,-1.824809188,1
VPC17005,CS,0.237037033,0.999235045
VPC17005,AC073896.2,-0.28103628,0.999235045
VPC17005,AC073896.3,-0.521891968,0.999235045
VPC17005,CNPY2,-0.039651929,0.999235045
VPC17005,PAN2,0.010908102,0.999235045
VPC17005,IL23A,-0.013070535,0.999235045
VPC17005,STAT2,0.040207917,0.999235045
VPC17005,RNU7-40P,0,1
VPC17005,APOF,0.235090953,0.999235045
VPC17005,AC024884.2,0.353003027,0.999235045
VPC17005,AC024884.1,-1.155754339,1
VPC17005,TIMELESS,0.112413433,0.999235045
VPC17005,MIP,0.68135791,1
VPC17005,SPRYD4,0.026097218,0.999235045
VPC17005,GLS2,0.402775739,0.999235045
VPC17005,HSPD1P4,-0.901602395,0.999235045
VPC17005,RBMS2,0.087909662,0.999235045
VPC17005,BAZ2A,0.08339552,0.999235045
VPC17005,ATP5F1B,0.170336048,0.999235045
VPC17005,SNORD59A,-0.04641921,1
VPC17005,PTGES3,-0.181724948,0.999235045
VPC17005,RN7SL809P,0.371876195,1
VPC17005,NACA,0.019846759,0.999235045
VPC17005,AC117378.1,0.033595961,1
VPC17005,PRIM1,-0.123280943,0.999235045
VPC17005,HSD17B6,-0.212650286,0.999235045
VPC17005,SDR9C7,-0.608504425,1
VPC17005,AC026120.2,-0.877118124,1
VPC17005,RDH16,0.549015687,0.999235045
VPC17005,AC026120.1,-1.858338274,1
VPC17005,GPR182,-0.95204704,1
VPC17005,ZBTB39,0.036366089,0.999235045
VPC17005,TAC3,-1.807311658,1
VPC17005,MYO1A,2.094300812,1
VPC17005,NEMP1,-0.155103096,0.999235045
VPC17005,NAB2,0.182488436,0.999235045
VPC17005,STAT6,0.099426909,0.999235045
VPC17005,LRP1,0.485822188,0.999235045
VPC17005,NXPH4,0.4178493,0.999235045
VPC17005,SHMT2,0.348048457,0.999235045
VPC17005,AC137834.2,0.51809089,0.999235045
VPC17005,NDUFA4L2,0.481439679,0.999235045
VPC17005,STAC3,0.332033802,0.999235045
VPC17005,R3HDM2,-0.175328929,0.999235045
VPC17005,AC126614.1,0.626790553,0.999235045
VPC17005,INHBC,0.021545806,0.999235045
VPC17005,INHBE,-0.244016803,0.999235045
VPC17005,GLI1,0.649214592,0.999235045
VPC17005,ARHGAP9,0.350150521,0.999235045
VPC17005,MARS,0.172461952,0.999235045
VPC17005,DDIT3,-0.176557741,0.999235045
VPC17005,MIR616,-0.212470745,0.999235045
VPC17005,MBD6,0.190334887,0.999235045
VPC17005,DCTN2,0.220082209,0.999235045
VPC17005,KIF5A,1.038262295,1
VPC17005,PIP4K2C,0.098659955,0.999235045
VPC17005,DTX3,0.203473477,0.999235045
VPC17005,ARHGEF25,0.399528971,0.999235045
VPC17005,AC025165.1,0.995389522,1
VPC17005,SLC26A10,-1.437606076,1
VPC17005,B4GALNT1,0.326311642,0.999235045
VPC17005,OS9,0.204700805,0.999235045
VPC17005,AGAP2,-0.382836206,0.999235045
VPC17005,AGAP2-AS1,0.474322683,0.999235045
VPC17005,TSPAN31,0.114239024,0.999235045
VPC17005,CDK4,0.159242741,0.999235045
VPC17005,09-Mar,0.278530006,0.999235045
VPC17005,CYP27B1,0.206311073,0.999235045
VPC17005,METTL1,0.248139203,0.999235045
VPC17005,EEF1AKMT3,-0.033461706,0.999235045
VPC17005,AC025165.3,-0.019308288,1
VPC17005,TSFM,-0.054688163,0.999235045
VPC17005,AVIL,0.164964559,0.999235045
VPC17005,AC025165.5,0.128931072,0.999235045
VPC17005,AC025165.4,1.439120634,1
VPC17005,CTDSP2,0.212342894,0.999235045
VPC17005,AC083805.2,0.033595798,1
VPC17005,ATP23,0.012649004,0.999235045
VPC17005,AC084033.3,-0.096984218,0.999235045
VPC17005,LRIG3,0.172769818,0.999235045
VPC17005,AC068305.2,0.427897428,1
VPC17005,SLC16A7,0.173112021,0.999235045
VPC17005,AC079905.1,-0.900885414,1
VPC17005,FAM19A2,-0.277902083,0.999235045
VPC17005,RPS3P6,-0.710538754,0.999235045
VPC17005,AC078789.1,-0.015078424,1
VPC17005,USP15,0.106465318,0.999235045
VPC17005,RF00017.10,0.033595631,1
VPC17005,MON2,-0.226451575,0.999235045
VPC17005,LINC01465,0.333625476,0.999235045
VPC17005,AC048341.1,0.301974028,0.999235045
VPC17005,AC048341.2,0.149520765,1
VPC17005,PPM1H,-0.132233894,0.999235045
VPC17005,RPL32P26,1.999705819,1
VPC17005,GAPDHP44,1.080347323,1
VPC17005,RPL14P1,-0.258564787,0.999235045
VPC17005,AC084357.2,-0.313142905,0.999235045
VPC17005,RXYLT1,-0.164890507,0.999235045
VPC17005,PABPC1P4,-0.602844539,0.999235045
VPC17005,SRGAP1,-0.270904559,0.999235045
VPC17005,RPL36AP41,1.415792979,1
VPC17005,C12orf66,0.096439349,0.999235045
VPC17005,AC012158.1,-0.354909156,0.999235045
VPC17005,C12orf56,1.515998478,1
VPC17005,AC135279.2,-1.865544955,1
VPC17005,XPOT,-0.325259531,0.999235045
VPC17005,AC135279.1,-0.059593346,1
VPC17005,AC135279.3,0.016930807,1
VPC17005,TBK1,-0.075410127,0.999235045
VPC17005,RASSF3,-0.32022982,0.999235045
VPC17005,AC078962.4,0.083170453,1
VPC17005,AC078962.1,1.73639581,1
VPC17005,AC025262.2,-1.870072274,1
VPC17005,GNS,0.024847556,0.999235045
VPC17005,AC025262.1,1.052296884,1
VPC17005,TBC1D30,-0.197769077,0.999235045
VPC17005,RPL7P39,-1.824733709,1
VPC17005,LINC02389,0.033596111,1
VPC17005,LEMD3,-0.183184099,0.999235045
VPC17005,AC026124.2,-0.299105504,0.999235045
VPC17005,MSRB3,0.022250227,0.999235045
VPC17005,RPL21P18,-1.441901463,1
VPC17005,LLPH,-0.317223754,0.999235045
VPC17005,LLPH-DT,-0.257345618,0.999235045
VPC17005,TMBIM4,-0.097173498,0.999235045
VPC17005,IRAK3,0.990569398,1
VPC17005,HELB,-0.565944982,0.999235045
VPC17005,GRIP1,0.458431744,0.999235045
VPC17005,GGTA2P,0.976849215,0.999235045
VPC17005,CAND1,-0.279233424,0.999235045
VPC17005,MRPL40P1,0.995371042,1
VPC17005,DYRK2,-0.039532138,0.999235045
VPC17005,MDM1,-0.185069343,0.999235045
VPC17005,LINC02384,-0.016786726,1
VPC17005,AC008033.1,-0.928190155,1
VPC17005,RPSAP12,0.27226784,0.999235045
VPC17005,RAP1B,-0.090459839,0.999235045
VPC17005,RPL10P12,-0.928194902,1
VPC17005,ATP5PDP4,-0.085849918,0.999235045
VPC17005,AC090061.1,-0.21930717,0.999235045
VPC17005,RPL7P42,0.03359604,1
VPC17005,NUP107,-0.267303479,0.999235045
VPC17005,KRT8P39,0.995390559,1
VPC17005,SLC35E3,-0.170672099,0.999235045
VPC17005,MDM2,0.022836945,0.999235045
VPC17005,CPM,-1.824625986,1
VPC17005,CPSF6,-0.114523707,0.999235045
VPC17005,C1GALT1P1,0.033596056,1
VPC17005,AC020656.2,0.995377388,1
VPC17005,LYZ,-0.92817899,1
VPC17005,YEATS4,-0.03901252,0.999235045
VPC17005,FRS2,-0.055784018,0.999235045
VPC17005,CCT2,-0.233162975,0.999235045
VPC17005,BEST3,-0.37280372,0.999235045
VPC17005,AC025263.1,0.79655796,1
VPC17005,RAB3IP,-0.134035406,0.999235045
VPC17005,MYRFL,0.995384704,1
VPC17005,LINC01481,0.028322675,0.999235045
VPC17005,AC084032.1,-0.005451424,0.99977103
VPC17005,LINC01481.1,-0.864755478,1
VPC17005,CNOT2,-0.069292173,0.999235045
VPC17005,AC092881.1,1.403845007,1
VPC17005,KCNMB4,0.688665812,0.999235045
VPC17005,AC025569.1,-0.252180394,1
VPC17005,PTPRB,0.262180193,0.999235045
VPC17005,PTPRR,-0.377552975,0.999235045
VPC17005,FAHD2P1,0.547723777,0.999235045
VPC17005,TSPAN8,0.467557412,0.999235045
VPC17005,ZFC3H1,-0.082120775,0.999235045
VPC17005,THAP2,0.017728604,0.999235045
VPC17005,TMEM19,-0.224003075,0.999235045
VPC17005,RAB21,-0.126664748,0.999235045
VPC17005,TBC1D15,-0.322042288,0.999235045
VPC17005,AC089984.2,-0.928193056,1
VPC17005,TRHDE,0.033596076,1
VPC17005,ATXN7L3B,0.026557684,0.999235045
VPC17005,AC123904.1,0.790620183,1
VPC17005,KCNC2,0.864053837,0.999235045
VPC17005,CAPS2,0.337175672,0.999235045
VPC17005,AC121761.2,-0.439429009,1
VPC17005,GLIPR1L1,0.632028687,1
VPC17005,GLIPR1L2,-0.756409982,0.999235045
VPC17005,GLIPR1,0.954633158,1
VPC17005,AC121761.1,-0.158125885,0.999235045
VPC17005,KRR1,0.349621037,0.999235045
VPC17005,AC078923.1,0.995384753,1
VPC17005,PHLDA1,-0.38110038,0.999235045
VPC17005,NAP1L1,-0.238057932,0.999235045
VPC17005,AC011611.5,-0.092301904,1
VPC17005,BBS10,-0.015502676,0.999235045
VPC17005,OSBPL8,0.064733,0.999235045
VPC17005,AC107032.2,-0.40539872,0.999235045
VPC17005,RPL7AP9,-0.070450648,1
VPC17005,AC107032.1,-0.209583208,0.999235045
VPC17005,AC093014.1,-0.598479603,1
VPC17005,ZDHHC17,-0.059204327,0.999235045
VPC17005,CSRP2,-0.514463846,1
VPC17005,AC025161.1,-2.445817944,1
VPC17005,E2F7,-0.181420398,0.999235045
VPC17005,NAV3,0.081162573,0.999235045
VPC17005,AC073571.1,0.428414641,1
VPC17005,SYT1,-0.7492544,0.999235045
VPC17005,NOP56P3,0.99538818,1
VPC17005,PAWR,-0.232421978,0.999235045
VPC17005,AC073569.2,-0.92819297,1
VPC17005,PPP1R12A,0.000181645,0.999974742
VPC17005,AC073569.3,-0.220390241,1
VPC17005,PPP1R12A-AS1,-0.073231128,0.999235045
VPC17005,OTOGL,-1.026444574,1
VPC17005,AC078817.1,-0.573875242,0.999235045
VPC17005,PTPRQ,-0.928192823,1
VPC17005,LIN7A,-0.334980603,0.999235045
VPC17005,ACSS3,0.441175956,0.999235045
VPC17005,PPFIA2,-0.003807427,0.99977103
VPC17005,PPFIA2-AS1,0.491736797,0.999235045
VPC17005,AC069228.1,-0.010406338,0.999235045
VPC17005,CCDC59,0.023020588,0.999235045
VPC17005,METTL25,0.162252169,0.999235045
VPC17005,TMTC2,-0.476972182,0.999235045
VPC17005,LRRIQ1,0.832903772,0.999235045
VPC17005,AC131532.1,-0.476145264,0.999235045
VPC17005,MGAT4C,0,1
VPC17005,MKRN9P,-0.156302396,0.999235045
VPC17005,C12orf50,1.738107388,1
VPC17005,C12orf29,0.089854456,0.999235045
VPC17005,CEP290,1.192543599,0.999235045
VPC17005,TMTC3,0.341053055,0.999235045
VPC17005,KITLG,0.289470864,0.999235045
VPC17005,AC024941.2,0,1
VPC17005,DUSP6,0.355805025,0.999235045
VPC17005,AC010201.2,0.16694332,0.999235045
VPC17005,AC010201.1,0.995389548,1
VPC17005,POC1B,-0.254450908,0.999235045
VPC17005,GALNT4,0.560864822,0.999235045
VPC17005,POC1B-GALNT4,-0.629992536,0.999235045
VPC17005,POC1B-AS1,-0.26370297,0.999235045
VPC17005,AC025034.1,0.033596103,1
VPC17005,ATP2B1,0.165939927,0.999235045
VPC17005,ATP2B1-AS1,0.350579227,0.999235045
VPC17005,AC084200.1,-1.868078124,1
VPC17005,AC126178.1,0.95962471,1
VPC17005,LUM,0.693844914,1
VPC17005,DCN,1.425521512,1
VPC17005,AC025035.1,0.953471936,1
VPC17005,RF02110,0.612324001,1
VPC17005,AC126175.1,0.931460213,0.999235045
VPC17005,AC025254.1,-0.003215871,1
VPC17005,LINC02404,1.986729807,1
VPC17005,LINC01619,-0.222065028,0.999235045
VPC17005,BTG1,-0.184495112,0.999235045
VPC17005,AC025164.1,0.2465678,0.999235045
VPC17005,PLEKHG7,0.406512104,0.999235045
VPC17005,EEA1,0.762579794,0.999235045
VPC17005,AC026111.1,-2.179566583,1
VPC17005,HNRNPA1P50,0.276862749,0.999235045
VPC17005,AC138123.1,0.840110569,1
VPC17005,RPL41P5,0.078474527,0.999235045
VPC17005,NACAP8,0,1
VPC17005,LINC02412,1.504853664,1
VPC17005,AC124947.1,-0.033154168,1
VPC17005,NUDT4,-0.051521108,0.999235045
VPC17005,UBE2N,-0.200652726,0.999235045
VPC17005,MRPL42,-0.110941495,0.999235045
VPC17005,SOCS2-AS1,-0.52627811,0.999235045
VPC17005,SOCS2,-0.760734703,0.06322865
VPC17005,AC012085.1,0.110303894,0.999235045
VPC17005,CRADD,0.038676613,0.999235045
VPC17005,AC012464.2,-0.257002998,0.999235045
VPC17005,AC012464.1,-0.926193346,1
VPC17005,PLXNC1,-0.16426439,0.999235045
VPC17005,AC073655.2,0.634825365,1
VPC17005,CEP83,0.042023208,0.999235045
VPC17005,RBMS2P1,0.264618446,0.999235045
VPC17005,CEP83-DT,0.119932793,0.999235045
VPC17005,AC023161.2,-0.862402386,1
VPC17005,SUCLG2P2,-0.765612268,0.999235045
VPC17005,TMCC3,-1.603386872,0.000644719
VPC17005,NDUFA12,0.039385835,0.999235045
VPC17005,NR2C1,0.10805578,0.999235045
VPC17005,FGD6,0.052667663,0.999235045
VPC17005,AC126615.1,-1.449134833,1
VPC17005,VEZT,-0.138014915,0.999235045
VPC17005,MIR3685,-0.606786376,1
VPC17005,AC018475.1,0.209651339,0.999235045
VPC17005,METAP2,-0.212720351,0.999235045
VPC17005,USP44,0,1
VPC17005,PGAM1P5,-1.44012109,1
VPC17005,NTN4,0.288562991,0.999235045
VPC17005,AC090001.1,1.846648538,1
VPC17005,SNRPF,0.143846151,0.999235045
VPC17005,CCDC38,0.428816809,1
VPC17005,AMDHD1,-0.181516351,0.999235045
VPC17005,HAL,2.117044663,1
VPC17005,LTA4H,-0.00824819,0.999235045
VPC17005,ELK3,0.260039911,0.999235045
VPC17005,CDK17,-0.138061156,0.999235045
VPC17005,CFAP54,-0.13388094,0.999235045
VPC17005,NEDD1,0.148020254,0.999235045
VPC17005,RMST,2.722003253,1
VPC17005,RNU6-36P,0,1
VPC17005,LINC02453,0.094124616,0.999235045
VPC17005,TMPO-AS1,0.113268078,0.999235045
VPC17005,TMPO,-0.179000727,0.999235045
VPC17005,SLC25A3,0.177677209,0.999235045
VPC17005,SNORA53,0.604587093,1
VPC17005,IKBIP,0.144439799,0.999235045
VPC17005,APAF1,-0.151674279,0.999235045
VPC17005,ANKS1B,0.184819426,0.999235045
VPC17005,AC008126.1,0.99539036,1
VPC17005,FAM71C,0,1
VPC17005,RPS4XP1,-0.916561744,1
VPC17005,AC126474.1,0.825690757,1
VPC17005,UHRF1BP1L,0.045444655,0.999235045
VPC17005,AC126474.2,0.115315236,0.999235045
VPC17005,AC010203.2,-1.459111926,0.999235045
VPC17005,GOLGA2P5,0.018666087,0.999235045
VPC17005,AC010203.1,0.96048216,1
VPC17005,ACTR6,0.18361316,0.999235045
VPC17005,DEPDC4,-0.392573187,0.999235045
VPC17005,SCYL2,-0.208692928,0.999235045
VPC17005,GAS2L3,0.035569217,0.999235045
VPC17005,AC010200.1,0.033595998,1
VPC17005,ANO4,0.562475545,1
VPC17005,AC063947.2,-0.679943426,1
VPC17005,UTP20,-0.306377075,0.999235045
VPC17005,ARL1,-0.270872025,0.999235045
VPC17005,AC063948.1,-0.254117163,0.999235045
VPC17005,SPIC,0,1
VPC17005,MYBPC1,-0.567441522,0.999235045
VPC17005,AC010205.1,-0.172761735,0.999235045
VPC17005,CHPT1,-0.11856314,0.999235045
VPC17005,RNY1P16,0.995388937,1
VPC17005,SYCP3,0.546129822,1
VPC17005,GNPTAB,-0.117523445,0.999235045
VPC17005,AC063950.1,0.033596062,1
VPC17005,HSPE1P4,-2.186526065,0.999235045
VPC17005,DRAM1,-0.079773754,0.999235045
VPC17005,WASHC3,-0.231119566,0.999235045
VPC17005,AC079907.1,1.781915808,1
VPC17005,NUP37,-0.118929889,0.999235045
VPC17005,PARPBP,-0.205711935,0.999235045
VPC17005,HELLPAR,0.49555332,0.999235045
VPC17005,IGF1,-0.005748446,0.99977103
VPC17005,C12orf42,0.995388166,1
VPC17005,STAB2,0.643492766,0.999235045
VPC17005,AC025265.1,-1.03582485,0.999235045
VPC17005,NT5DC3,-0.425139151,0.999235045
VPC17005,TTC41P,-0.135897761,0.999235045
VPC17005,HSP90B1,-0.389774463,0.999235045
VPC17005,C12orf73,-0.160355055,0.999235045
VPC17005,TDG,-0.31714965,0.999235045
VPC17005,GLT8D2,-0.925127824,0.999235045
VPC17005,AC078819.1,0.015887064,0.999235045
VPC17005,HCFC2,-0.080987081,0.999235045
VPC17005,NFYB,0.195237508,0.999235045
VPC17005,TXNRD1,-0.202789027,0.999235045
VPC17005,RPL18AP3,0.294068292,0.999235045
VPC17005,EID3,1.457927453,1
VPC17005,CHST11,-0.319542261,0.999235045
VPC17005,SLC41A2,-0.090680708,0.999235045
VPC17005,KRT18P20,0.078160453,0.999235045
VPC17005,C12orf45,0.278977131,0.999235045
VPC17005,ALDH1L2,0.053505235,0.999235045
VPC17005,AC016257.1,0.247661087,0.999235045
VPC17005,WASHC4,0.327887614,0.999235045
VPC17005,APPL2,-0.108239587,0.999235045
VPC17005,C12orf75,-0.034321678,0.999235045
VPC17005,ST13P3,-0.324040453,0.999235045
VPC17005,NUAK1,0.045279853,0.999235045
VPC17005,CKAP4,-0.121399168,0.999235045
VPC17005,AC079174.1,1.954565134,1
VPC17005,AC079174.2,-0.256398229,0.999235045
VPC17005,TCP11L2,0.125476508,0.999235045
VPC17005,POLR3B,-0.302948783,0.999235045
VPC17005,AC079385.1,-0.928190296,1
VPC17005,RFX4,-0.626694887,1
VPC17005,AC079385.3,-1.016924343,1
VPC17005,RIC8B,-0.183354265,0.999235045
VPC17005,AC007541.1,-0.16130392,0.999235045
VPC17005,TMEM263,-0.03101202,0.999235045
VPC17005,MTERF2,-0.041767002,0.999235045
VPC17005,CRY1,-0.221240458,0.999235045
VPC17005,BTBD11,0.157558896,0.999235045
VPC17005,PWP1,-0.114877507,0.999235045
VPC17005,PRDM4,-0.171198226,0.999235045
VPC17005,AC007622.2,-0.161740178,0.999235045
VPC17005,ASCL4,-2.447354184,1
VPC17005,AC126177.6,0.460415593,0.999235045
VPC17005,AC126177.5,-0.928185838,1
VPC17005,AC126177.7,-1.079598665,0.999235045
VPC17005,FICD,-0.139638251,0.999235045
VPC17005,SART3,-0.077751738,0.999235045
VPC17005,ISCU,0.008650239,0.999235045
VPC17005,SELPLG,0.95153064,1
VPC17005,CORO1C,-0.164364223,0.999235045
VPC17005,SSH1,-0.056407087,0.999235045
VPC17005,DAO,-0.172338596,1
VPC17005,SVOP,-1.816978055,1
VPC17005,USP30,-0.020913394,0.999235045
VPC17005,USP30-AS1,-0.613385162,1
VPC17005,ALKBH2,0.262544809,0.999235045
VPC17005,UNG,0.11111524,0.999235045
VPC17005,ACACB,0.162936514,0.999235045
VPC17005,FOXN4,-0.580906076,0.999235045
VPC17005,MYO1H,0.212624135,1
VPC17005,AC007570.1,1.016539424,1
VPC17005,KCTD10,-0.124661888,0.999235045
VPC17005,UBE3B,0.094714593,0.999235045
VPC17005,MMAB,0.10852146,0.999235045
VPC17005,MVK,0.031129718,0.999235045
VPC17005,FAM222A,0.101915653,0.999235045
VPC17005,FAM222A-AS1,0.182781399,0.999235045
VPC17005,GLTP,-0.11042376,0.999235045
VPC17005,AC007834.2,0.995388393,1
VPC17005,AC007834.1,-2.169760681,1
VPC17005,TCHP,-0.04801402,0.999235045
VPC17005,GIT2,0.003344273,0.999235045
VPC17005,AC084876.2,0.287590252,0.999235045
VPC17005,ANKRD13A,-0.061020053,0.999235045
VPC17005,C12orf76,0.050891607,0.999235045
VPC17005,AC007546.1,1.243002136,1
VPC17005,IFT81,-0.107513693,0.999235045
VPC17005,ATP2A2,-0.016233856,0.999235045
VPC17005,ANAPC7,-0.033124649,0.999235045
VPC17005,AC144548.1,0.688017003,1
VPC17005,HMGA1P3,-1.448796649,1
VPC17005,ARPC3,-0.115658063,0.999235045
VPC17005,GPN3,-0.353902616,0.999235045
VPC17005,RPL31P49,-3.828749423,1
VPC17005,FAM216A,-0.075347532,0.999235045
VPC17005,VPS29,-0.158262119,0.999235045
VPC17005,AC002350.1,-0.111489017,0.999235045
VPC17005,RAD9B,-0.103888555,0.999235045
VPC17005,PPTC7,-0.31325722,0.999235045
VPC17005,TCTN1,0.063641966,0.999235045
VPC17005,HVCN1,-0.972990479,1
VPC17005,PPP1CC,-0.230680541,0.999235045
VPC17005,RPL29P25,-2.81332871,1
VPC17005,LINC01405,-0.928172194,1
VPC17005,AC002351.1,-0.234507404,0.999235045
VPC17005,CUX2,-0.855708658,0.999235045
VPC17005,PHETA1,0.317152985,0.999235045
VPC17005,LINC02356,0.097224133,0.999235045
VPC17005,HSPA8P14,-0.560535081,1
VPC17005,SH2B3,-0.078147702,0.999235045
VPC17005,ATXN2,-0.090191995,0.999235045
VPC17005,ATXN2-AS,-0.092629257,0.999235045
VPC17005,BRAP,-0.164686529,0.999235045
VPC17005,PCNPP1,-1.203752502,1
VPC17005,ACAD10,0.163228973,0.999235045
VPC17005,ALDH2,-0.091369281,0.999235045
VPC17005,MAPKAPK5-AS1,-0.07174305,0.999235045
VPC17005,MAPKAPK5,0.042428321,0.999235045
VPC17005,ADAM1B,0.853771341,1
VPC17005,TMEM116,0.018488656,0.999235045
VPC17005,SLC25A3P2,-0.863792806,1
VPC17005,ERP29,0.115863375,0.999235045
VPC17005,AC073575.2,0.475331808,1
VPC17005,NAA25,-0.295037319,0.999235045
VPC17005,TRAFD1,-0.062591834,0.999235045
VPC17005,HECTD4,0.024085333,0.999235045
VPC17005,RN7SKP71,3.16304061,1
VPC17005,RPL7AP60,0.262178769,0.999235045
VPC17005,RPL6,-0.110502741,0.999235045
VPC17005,PTPN11,-0.181437358,0.999235045
VPC17005,RPH3A,1.41893171,1
VPC17005,OAS1,0.204646434,0.999235045
VPC17005,OAS3,0.181758997,0.999235045
VPC17005,OAS2,2.466802549,1
VPC17005,DTX1,-0.604644736,1
VPC17005,RASAL1,-2.669343315,1
VPC17005,CFAP73,0.193012945,1
VPC17005,DDX54,0.129904921,0.999235045
VPC17005,RF00019.57,0.664841958,1
VPC17005,RITA1,0.380239093,0.999235045
VPC17005,IQCD,0.052125706,0.999235045
VPC17005,TPCN1,0.343201007,0.999235045
VPC17005,AC089999.2,1.106956611,1
VPC17005,SLC8B1,0.430249662,0.999235045
VPC17005,PLBD2,0.20215125,0.999235045
VPC17005,SDS,0.675894011,0.999235045
VPC17005,SDSL,0.308893157,0.999235045
VPC17005,LHX5,-1.824841376,1
VPC17005,LINC01234,0.073334816,0.999235045
VPC17005,RBM19,0.022516388,0.999235045
VPC17005,TBX5,-0.04971227,1
VPC17005,TBX3,-0.130122942,0.999235045
VPC17005,AC026765.2,-1.333045917,1
VPC17005,AC078880.1,-0.639551526,1
VPC17005,AC009387.1,0.248529158,1
VPC17005,MED13L,-0.221024768,0.999235045
VPC17005,MAP1LC3B2,-0.052642969,0.999235045
VPC17005,AC125603.2,0,1
VPC17005,C12orf49,0.107792913,0.999235045
VPC17005,RNFT2,0.131943709,0.999235045
VPC17005,AC090013.1,-2.865127806,1
VPC17005,HRK,-0.170537145,0.999235045
VPC17005,FBXW8,-0.022320369,0.999235045
VPC17005,AC083806.2,-0.231298176,0.999235045
VPC17005,AC127164.1,-0.9460657,1
VPC17005,AC026368.1,-0.039547157,1
VPC17005,TESC,0.283407634,0.999235045
VPC17005,FBXO21,-0.110356267,0.999235045
VPC17005,NOS1,0.544171638,1
VPC17005,KSR2,0.074255916,0.999235045
VPC17005,RFC5,-0.01741781,0.999235045
VPC17005,AC131159.2,1.292941282,1
VPC17005,WSB2,-0.090867126,0.999235045
VPC17005,AC131159.1,-2.184339243,1
VPC17005,VSIG10,-0.002983752,0.999235045
VPC17005,PEBP1,0.033511456,0.999235045
VPC17005,TAOK3,-0.222186786,0.999235045
VPC17005,RPS2P5,0.328933441,0.999235045
VPC17005,AC026367.1,0.2039862,0.999235045
VPC17005,SUDS3,-0.257105614,0.999235045
VPC17005,AC026367.3,2.344418874,1
VPC17005,SRRM4,0.835018147,1
VPC17005,HSPB8,-0.044704493,0.999235045
VPC17005,AC084880.1,-1.212545484,0.498175865
VPC17005,CCDC60,0.088428132,0.999235045
VPC17005,AC002070.1,0.033596061,1
VPC17005,PRKAB1,0.083600721,0.999235045
VPC17005,CIT,0.09587471,0.999235045
VPC17005,BICDL1,0.21105747,0.999235045
VPC17005,RAB35,0.115860664,0.999235045
VPC17005,AC004812.2,0.054287816,0.999235045
VPC17005,GCN1,0.21453929,0.999235045
VPC17005,RPLP0,0.247085164,0.999235045
VPC17005,PXN-AS1,0.122484317,0.999235045
VPC17005,PXN,0.132854945,0.999235045
VPC17005,AC004263.1,0.995391015,1
VPC17005,NME2P1,-0.615517116,0.999235045
VPC17005,RNU4-1,-0.01496118,1
VPC17005,SIRT4,0.055187129,0.999235045
VPC17005,MSI1,-0.201258626,0.999235045
VPC17005,RPS27P25,-0.612144319,1
VPC17005,COX6A1,0.120573566,0.999235045
VPC17005,AL021546.1,0,1
VPC17005,TRIAP1,-0.18914636,0.999235045
VPC17005,GATC,-0.123952481,0.999235045
VPC17005,RPL31P52,0.033596048,1
VPC17005,SRSF9,0.031027399,0.999235045
VPC17005,DYNLL1,0.163913911,0.999235045
VPC17005,NRAV,0.094579529,0.999235045
VPC17005,AC063943.1,-0.313100664,0.999235045
VPC17005,COQ5,-0.052248758,0.999235045
VPC17005,RF00019.58,-0.928198124,1
VPC17005,RPL29P24,-1.019156635,1
VPC17005,RNF10,0.215545286,0.999235045
VPC17005,POP5,0.068248626,0.999235045
VPC17005,CABP1,-0.067994251,1
VPC17005,MLEC,-0.096809799,0.999235045
VPC17005,AC069234.5,0.035770191,0.999235045
VPC17005,AC069234.4,-1.279840121,1
VPC17005,UNC119B,-0.096696695,0.999235045
