TCGA Up,TCGA Up Name,VPC Up,TCGA Down,TCGA Down Name,VPC Down,Consensus Up,Consensus Down
,,,167681,PRSS35,,,
,,,56952,PRTFDC1,,,
,,,8000,PSCA,,,
,,,84249,PSD2,,,
,,,387590,psiTPTE22,,,
,,,139411,PTCHD1,,,
,,,5730,PTGDS,,,
,,,5733,PTGER3,,,
,,,9536,PTGES,,,
,,,5740,PTGIS,,,
,,,5742,PTGS1,,,
,,,5743,PTGS2,,,
,,,5745,PTH1R,,,
,,,9200,PTPLA,,,
,,,401494,PTPLAD2,,,
,,,374462,PTPRQ,,,
,,,5803,PTPRZ1,,,
,,,284119,PTRF,,,
,,,29942,PURG,,,
,,,5836,PYGL,,,
,,,5837,PYGM,,,
,,,23475,QPRT,,,
,,,5768,QSOX1,,,
,,,22841,RAB11FIP2,,,
,,,83871,RAB34,,,
,,,23682,RAB38,,,
,,,142684,RAB40A,,,
,,,282808,RAB40AL,,,
,,,51209,RAB9B,,,
,,,135250,RAET1E,,,
,,,353091,RAET1G,,,
,,,5896,RAG1,,,
,,,51195,RAPGEFL1,,,
,,,5915,RARB,,,
,,,5916,RARG,,,
,,,5918,RARRES1,,,
,,,8437,RASAL1,,,
,,,5923,RASGRF1,,,
,,,5924,RASGRF2,,,
,,,91608,RASL10B,,,
,,,65997,RASL11B,,,
,,,51285,RASL12,,,
,,,83593,RASSF5,,,
,,,282996,RBM20,,,
,,,27303,RBMS3,,,
,,,5947,RBP1,,,
,,,5950,RBP4,,,
,,,11030,RBPMS,,,
,,,348093,RBPMS2,,,
,,,10231,RCAN2,,,
,,,9985,REC8,,,
,,,65055,REEP1,,,
,,,51308,REEP2,,,
,,,5966,REL,,,
,,,85004,RERG,,,
,,,9104,RGN,,,
,,,64283,RGNEF,,,
,,,6003,RGS13,,,
,,,26166,RGS22,,,
,,,401190,RGS7BP,,,
,,,8787,RGS9,,,
,,,162494,RHBDL3,,,
,,,51458,RHCG,,,
,,,388,RHOB,,,
,,,54509,RHOF,,,
,,,9783,RIMS3,,,
,,,140730,RIMS4,,,
,,,11035,RIPK3,,,
,,,493901,RNASE12,,,
,,,84659,RNASE7,,,
,,,8153,RND2,,,
,,,390,RND3,,,
,,,7732,RNF112,,,
,,,376412,RNF126P1,,,
,,,79589,RNF128,,,
,,,220441,RNF152,,,
,,,494470,RNF165,,,
,,,285533,RNF175,,,
,,,285671,RNF180,,,
,,,221687,RNF182,,,
,,,6091,ROBO1,,,
,,,6092,ROBO2,,,
,,,9475,ROCK2,,,
,,,4919,ROR1,,,
,,,4920,ROR2,,,
,,,6121,RPE65,,,
,,,56475,RPRM,,,
,,,256355,RPS2P32,,,
,,,6237,RRAS,,,
,,,221421,RSPH9,,,
,,,340419,RSPO2,,,
,,,84870,RSPO3,,,
,,,27156,RTDR1,,,
,,,132112,RTP1,,,
,,,862,RUNX1T1,,,
,,,6258,RXRG,,,
,,,57402,S100A14,,,
,,,140576,S100A16,,,
,,,6273,S100A2,,,
,,,6277,S100A6,,,
,,,6279,S100A8,,,
,,,6285,S100B,,,
,,,53637,S1PR5,,,
,,,6299,SALL1,,,
,,,401474,SAMD12,,,
,,,201191,SAMD14,,,
,,,51435,SCARA3,,,
,,,286133,SCARA5,,,
,,,7356,SCGB1A1,,,
,,,4246,SCGB2A1,,,
,,,92304,SCGB3A1,,,
,,,29970,SCHIP1,,,
,,,11280,SCN11A,,,
,,,6327,SCN2B,,,
,,,6329,SCN4A,,,
,,,6331,SCN5A,,,
,,,6332,SCN7A,,,
,,,6337,SCNN1A,,,
,,,6338,SCNN1B,,,
,,,6340,SCNN1G,,,
,,,11341,SCRG1,,,
,,,9805,SCRN1,,,
,,,80274,SCUBE1,,,
,,,222663,SCUBE3,,,
,,,6382,SDC1,,,
,,,8436,SDPR,,,
,,,10484,SEC23A,,,
,,,6401,SELE,,,
,,,10371,SEMA3A,,,
,,,223117,SEMA3D,,,
,,,9723,SEMA3E,,,
,,,9037,SEMA5A,,,
,,,80031,SEMA6D,,,
,,,6406,SEMG1,,,
,,,6407,SEMG2,,,
,,,387923,SERP2,,,
,,,5267,SERPINA4,,,
,,,5104,SERPINA5,,,
,,,1992,SERPINB1,,,
,,,89778,SERPINB11,,,
,,,6317,SERPINB3,,,
,,,5268,SERPINB5,,,
,,,5176,SERPINF1,,,
,,,5345,SERPINF2,,,
,,,56256,SERTAD4,,,
,,,6425,SFRP5,,,
,,,6442,SGCA,,,
,,,6443,SGCB,,,
,,,8910,SGCE,,,
,,,6445,SGCG,,,
,,,6446,SGK1,,,
,,,79834,SGK269,,,
,,,6450,SH3BGR,,,
,,,6457,SH3GL3,,,
,,,285590,SH3PXD2B,,,
,,,399694,SHC4,,,
,,,729993,SHISA9,,,
,,,150094,SIK1,,,
,,,6492,SIM1,,,
,,,10736,SIX2,,,
,,,9058,SLC13A2,,,
,,,6563,SLC14A1,,,
,,,6564,SLC15A1,,,
,,,387700,SLC16A12,,,
,,,9122,SLC16A4,,,
,,,9121,SLC16A5,,,
,,,9194,SLC16A7,,,
,,,6571,SLC18A2,,,
,,,6507,SLC1A3,,,
,,,6511,SLC1A6,,,
,,,6582,SLC22A2,,,
,,,6581,SLC22A3,,,
,,,57419,SLC24A3,,,
,,,123041,SLC24A4,,,
,,,1811,SLC26A3,,,
,,,115111,SLC26A7,,,
,,,64078,SLC28A3,,,
,,,6517,SLC2A4,,,
,,,6518,SLC2A5,,,
,,,56606,SLC2A9,,,
,,,10568,SLC34A2,,,
,,,222553,SLC35F1,,,
,,,341880,SLC35F4,,,
,,,10991,SLC38A3,,,
,,,55089,SLC38A4,,,
,,,92745,SLC38A5,,,
,,,29986,SLC39A2,,,
,,,30061,SLC40A1,,,
,,,57864,SLC46A2,,,
,,,55244,SLC47A1,,,
,,,83959,SLC4A11,,,
,,,60482,SLC5A7,,,
,,,160728,SLC5A8,,,
,,,6530,SLC6A2,,,
,,,6532,SLC6A4,,,
,,,57709,SLC7A14,,,
,,,6545,SLC7A4,,,
,,,6546,SLC8A1,,,
,,,6543,SLC8A2,,,
,,,389015,SLC9A4,,,
,,,28232,SLCO3A1,,,
,,,353189,SLCO4C1,,,
,,,55106,SLFN12,,,
,,,146857,SLFN13,,,
,,,9353,SLIT2,,,
,,,6586,SLIT3,,,
,,,84631,SLITRK2,,,
,,,22865,SLITRK3,,,
,,,84189,SLITRK6,,,
,,,7871,SLMAP,,,
,,,6588,SLN,,,
,,,6590,SLPI,,,
,,,64093,SMOC1,,,
,,,23676,SMPX,,,
,,,10879,SMR3B,,,
,,,6525,SMTN,,,
,,,342527,SMTNL2,,,
,,,6591,SNAI2,,,
,,,6616,SNAP25,,,
,,,6623,SNCG,,,
,,,9751,SNPH,,,
,,,169166,SNX31,,,
,,,51375,SNX7,,,
,,,54937,SOHLH2,,,
,,,10580,SORBS1,,,
,,,114815,SORCS1,,,
,,,57537,SORCS2,,,
,,,25928,SOSTDC1,,,
,,,6663,SOX10,,,
,,,6665,SOX15,,,
,,,6657,SOX2,,,
,,,11063,SOX30,,,
,,,6660,SOX5,,,
,,,83595,SOX7,,,
,,,80320,SP6,,,
,,,8404,SPARCL1,,,
,,,132671,SPATA18,,,
,,,54558,SPATA6,,,
,,,10290,SPEG,,,
,,,23111,SPG20,,,
,,,153218,SPINK13,,,
,,,6691,SPINK2,,,
,,,11005,SPINK5,,,
,,,50859,SPOCK3,,,
,,,10418,SPON1,,,
,,,55304,SPTLC3,,,
,,,6716,SRD5A2,,,
,,,6345,SRL,,,
,,,8406,SRPX,,,
,,,84530,SRRM4,,,
,,,8082,SSPN,,,
,,,6750,SST,,,
,,,6752,SSTR2,,,
,,,6764,ST5,,,
,,,84620,ST6GAL2,,,
,,,10610,ST6GALNAC2,,,
,,,27090,ST6GALNAC4,,,
,,,6489,ST8SIA1,,,
,,,6769,STAC,,,
,,,342667,STAC2,,,
,,,134429,STARD4,,,
,,,9754,STARD8,,,
,,,202374,STK32A,,,
,,,65975,STK33,,,
,,,2040,STOM,,,
,,,286749,STON1-GTF2A1L,,,
,,,56977,STOX2,,,
,,,9515,STXBP5L,,,
,,,6783,SULT1E1,,,
,,,6822,SULT2A1,,,
,,,9900,SV2A,,,
,,,9899,SV2B,,,
,,,6840,SVIL,,,
,,,136306,SVOPL,,,
,,,93426,SYCE1,,,
,,,23336,SYNM,,,
,,,171024,SYNPO2,,,
,,,341359,SYT10,,,
,,,83851,SYT16,,,
,,,90019,SYT8,,,
,,,143425,SYT9,,,
,,,6867,TACC1,,,
,,,6865,TACR2,,,
,,,54457,TAF7L,,,
,,,6876,TAGLN,,,
,,,29114,TAGLN3,,,
,,,23216,TBC1D1,,,
,,,9496,TBX4,,,
,,,6910,TBX5,,,
,,,8557,TCAP,,,
,,,140597,TCEAL2,,,
,,,56849,TCEAL7,,,
,,,83439,TCF7L1,,,
,,,6947,TCN1,,,
,,,6997,TDGF1,,,
,,,7003,TEAD1,,,
,,,374739,TEPP,,,
,,,26136,TES,,,
,,,29842,TFCP2L1,,,
,,,7980,TFPI2,,,
,,,7038,TG,,,
,,,7041,TGFB1I1,,,
,,,7043,TGFB3,,,
,,,7049,TGFBR3,,,
,,,7051,TGM1,,,
,,,7047,TGM4,,,
,,,9333,TGM5,,,
,,,7069,THRSP,,,
,,,79875,THSD4,,,
,,,80731,THSD7B,,,
,,,7078,TIMP3,,,
,,,7079,TIMP4,,,
,,,64129,TINAGL1,,,
,,,81793,TLR10,,,
,,,7097,TLR2,,,
,,,7098,TLR3,,,
,,,55273,TMEM100,,,
,,,113277,TMEM106A,,,
,,,66000,TMEM108,,,
,,,283953,TMEM114,,,
,,,114795,TMEM132B,,,
,,,92293,TMEM132C,,,
,,,135932,TMEM139,,,
,,,201799,TMEM154,,,
,,,25907,TMEM158,,,
,,,92691,TMEM169,,,
,,,399474,TMEM200B,,,
,,,645369,TMEM200C,,,
,,,155006,TMEM213,,,
,,,730130,TMEM229A,,,
,,,59353,TMEM35,,,
,,,140738,TMEM37,,,
,,,55287,TMEM40,,,
,,,83604,TMEM47,,,
,,,137835,TMEM71,,,
,,,157753,TMEM74,,,
,,,79953,TMEM90B,,,
,,,162461,TMEM92,,,
,,,259236,TMIE,,,
,,,55217,TMLHE,,,
,,,339967,TMPRSS11A,,,
,,,56649,TMPRSS4,,,
,,,8794,TNFRSF10C,,,
,,,8793,TNFRSF10D,,,
,,,8600,TNFSF11,,,
,,,23043,TNIK,,,
,,,64102,TNMD,,,
,,,7134,TNNC1,,,
,,,7125,TNNC2,,,
,,,51086,TNNI3K,,,
,,,7140,TNNT3,,,
,,,7145,TNS1,,,
,,,84951,TNS4,,,
,,,63970,TP53AIP1,,,
,,,8626,TP63,,,
,,,7168,TPM1,,,
,,,7169,TPM2,,,
,,,285386,TPRG1,,,
,,,348825,TPRXL,,,
,,,10758,TRAF3IP2,,,
,,,10345,TRDN,,,
,,,55809,TRERF1,,,
,,,7200,TRH,,,
,,,29953,TRHDE,,,
,,,23321,TRIM2,,,
,,,10346,TRIM22,,,
,,,23650,TRIM29,,,
,,,117854,TRIM6,,,
,,,391712,TRIM61,,,
,,,114088,TRIM9,,,
,,,7205,TRIP6,,,
,,,7216,TRO,,,
,,,7220,TRPC1,,,
,,,7222,TRPC3,,,
,,,7223,TRPC4,,,
,,,7225,TRPC6,,,
,,,80036,TRPM3,,,
,,,29850,TRPM5,,,
,,,162514,TRPV3,,,
,,,59341,TRPV4,,,
,,,128553,TSHZ2,,,
,,,57616,TSHZ3,,,
,,,85480,TSLP,,,
,,,90139,TSPAN18,,,
,,,10100,TSPAN2,,,
,,,7102,TSPAN7,,,
,,,128854,TSPYL3,,,
,,,84630,TTBK1,,,
,,,55001,TTC22,,,
,,,23331,TTC28,,,
,,,7277,TUBA4A,,,
,,,7287,TULP1,,,
,,,117581,TWIST2,,,
,,,134111,UBE2QL1,,,
,,,127733,UBXN10,,,
,,,652995,UCA1,,,
,,,7345,UCHL1,,,
,,,7364,UGT2B7,,,
,,,133688,UGT3A1,,,
,,,167127,UGT3A2,,,
,,,7368,UGT8,,,
,,,127933,UHMK1,,,
,,,219699,UNC5B,,,
,,,8633,UNC5C,,,
,,,11045,UPK1A,,,
,,,7348,UPK1B,,,
,,,7379,UPK2,,,
,,,124590,USH1G,,,
,,,9099,USP2,,,
,,,84101,USP44,,,
,,,57687,VAT1L,,,
,,,10451,VAV3,,,
,,,7414,VCL,,,
,,,79674,VEPH1,,,
,,,51442,VGLL1,,,
,,,50853,VILL,,,
,,,5212,VIT,,,
,,,23584,VSIG2,,,
,,,7447,VSNL1,,,
,,,79679,VTCN1,,,
,,,4013,VWA5A,,,
,,,220001,VWCE,,,
,,,256764,WDR72,,,
,,,58189,WFDC1,,,
,,,128488,WFDC12,,,
,,,10406,WFDC2,,,
,,,149708,WFDC5,,,
,,,124857,WFIKKN2,,,
,,,11197,WIF1,,,
,,,644150,WIPF3,,,
,,,8839,WISP2,,,
,,,8838,WISP3,,,
,,,80326,WNT10A,,,
,,,51384,WNT16,,,
,,,7472,WNT2,,,
,,,7482,WNT2B,,,
,,,89780,WNT3A,,,
,,,7475,WNT6,,,
,,,7476,WNT7A,,,
,,,7484,WNT9B,,,
,,,9671,WSCD2,,,
,,,25937,WWTR1,,,
,,,7499,XG,,,
,,,7504,XK,,,
,,,114786,XKR4,,,
,,,389610,XKR5,,,
,,,51087,YBX2,,,
,,,51776,ZAK,,,
,,,26137,ZBTB20,,,
,,,201501,ZBTB7C,,,
,,,728116,ZBTB8B,,,
,,,170261,ZCCHC12,,,
,,,158866,ZDHHC15,,,
,,,6935,ZEB1,,,
,,,9839,ZEB2,,,
,,,677,ZFP36L1,,,
,,,346171,ZFP57,,,
,,,23414,ZFPM2,,,
,,,23217,ZFR2,,,
,,,64393,ZMAT3,,,
,,,163071,ZNF114,,,
,,,7710,ZNF154,,,
,,,7712,ZNF157,,,
,,,7739,ZNF185,,,
,,,7754,ZNF204P,,,
,,,7757,ZNF208,,,
,,,113835,ZNF257,,,
,,,167465,ZNF366,,,
,,,23090,ZNF423,,,
,,,285676,ZNF454,,,
,,,158399,ZNF483,,,
,,,90649,ZNF486,,,
,,,118738,ZNF488,,,
,,,57615,ZNF492,,,
,,,9658,ZNF516,,,
,,,9745,ZNF536,,,
,,,79027,ZNF655,,,
,,,285349,ZNF660,,,
,,,163223,ZNF676,,,
,,,7552,ZNF711,,,
,,,442319,ZNF727,,,
,,,79755,ZNF750,,,
,,,91752,ZNF804A,,,
,,,664701,ZNF826,,,
,,,169834,ZNF883,,,
,,,148198,ZNF98,,,
,,,7579,ZSCAN20,,,
,,,201516,ZSCAN4,,,
